action	view	status	input_path	render_path	visual_validation
fp_attack_tool_critical_left	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_attack_tool_left	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_attack_trident	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_attack_trident_critical	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_attack_trident_critical_left	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_attack_trident_left	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_attack_unarmed	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_attack_unarmed_critical	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_attack_unarmed_critical_left	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_attack_unarmed_left	first_person	wired_not_playtested	hand swing fallback -> VanillaActionSampler.sample (critical is inferred)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_air_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_air_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_air_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_air_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_charge	first_person	asset_only	none	none	pending
fp_combat_axe_charge_left	first_person	asset_only	none	none	pending
fp_combat_axe_heavy	first_person	asset_only	none	none	pending
fp_combat_axe_heavy_left	first_person	asset_only	none	none	pending
fp_combat_axe_light_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_light_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_light_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_light_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_light_3	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_axe_light_3_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_counter	first_person	asset_only	none	none	pending
fp_combat_counter_left	first_person	asset_only	none	none	pending
fp_combat_guard	first_person	asset_only	none	none	pending
fp_combat_lock_on	first_person	asset_only	none	none	pending
fp_combat_mace_air_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_mace_air_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_mace_air_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_mace_air_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_mace_charge	first_person	asset_only	none	none	pending
fp_combat_mace_charge_left	first_person	asset_only	none	none	pending
fp_combat_mace_heavy	first_person	asset_only	none	none	pending
fp_combat_mace_heavy_left	first_person	asset_only	none	none	pending
fp_combat_mace_light_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_mace_light_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_mace_light_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_mace_light_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_mace_light_3	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_mace_light_3_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_parry	first_person	asset_only	none	none	pending
fp_combat_spear_air_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_spear_air_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_spear_air_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_spear_air_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_spear_charge	first_person	asset_only	none	none	pending
fp_combat_spear_charge_left	first_person	asset_only	none	none	pending
fp_combat_spear_heavy	first_person	asset_only	none	none	pending
fp_combat_spear_heavy_left	first_person	asset_only	none	none	pending
fp_combat_spear_light_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_spear_light_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_spear_light_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_spear_light_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_spear_light_3	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_spear_light_3_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_air_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_air_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_air_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_air_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_charge	first_person	asset_only	none	none	pending
fp_combat_sword_charge_left	first_person	asset_only	none	none	pending
fp_combat_sword_heavy	first_person	asset_only	none	none	pending
fp_combat_sword_heavy_left	first_person	asset_only	none	none	pending
fp_combat_sword_light_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_light_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_light_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_light_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_light_3	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_sword_light_3_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_air_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_air_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_air_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_air_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_charge	first_person	asset_only	none	none	pending
fp_combat_tool_charge_left	first_person	asset_only	none	none	pending
fp_combat_tool_heavy	first_person	asset_only	none	none	pending
fp_combat_tool_heavy_left	first_person	asset_only	none	none	pending
fp_combat_tool_light_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_light_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_light_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_light_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_light_3	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_tool_light_3_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_air_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_air_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_air_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_air_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_charge	first_person	asset_only	none	none	pending
fp_combat_trident_charge_left	first_person	asset_only	none	none	pending
fp_combat_trident_heavy	first_person	asset_only	none	none	pending
fp_combat_trident_heavy_left	first_person	asset_only	none	none	pending
fp_combat_trident_light_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_light_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_light_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_light_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_light_3	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_trident_light_3_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_air_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_air_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_air_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_air_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_charge	first_person	asset_only	none	none	pending
fp_combat_unarmed_charge_left	first_person	asset_only	none	none	pending
fp_combat_unarmed_heavy	first_person	asset_only	none	none	pending
fp_combat_unarmed_heavy_left	first_person	asset_only	none	none	pending
fp_combat_unarmed_light_1	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_light_1_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_light_2	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_light_2_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_light_3	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_combat_unarmed_light_3_left	first_person	wired_not_playtested	MultiPlayerGameMode.attack RETURN -> ClientBootstrap.attack -> CombatActionController -> pendingActions -> sample (local only)	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_book	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_book_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_bucket	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_bucket_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_drop	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_drop_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_equip	first_person	asset_only	none	none	pending
fp_interact_equip_left	first_person	asset_only	none	none	pending
fp_interact_feed	first_person	asset_only	none	none	pending
fp_interact_feed_left	first_person	asset_only	none	none	pending
fp_interact_fish_cast	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_fish_cast_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_fish_reel	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_fish_reel_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_ignite	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_ignite_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_interact	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_interact_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_inventory	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_inventory_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_leash	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_leash_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_mine	first_person	wired_not_playtested	isDestroying + hand swing -> VanillaActionSampler.sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_mine_left	first_person	wired_not_playtested	isDestroying + hand swing -> VanillaActionSampler.sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_pickup	first_person	asset_only	none	none	pending
fp_interact_pickup_left	first_person	asset_only	none	none	pending
fp_interact_place	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_place_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_shear	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_shear_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_swap_hands	first_person	asset_only	none	none	pending
fp_interact_swap_hands_left	first_person	asset_only	none	none	pending
fp_interact_throw	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_interact_throw_left	first_person	wired_not_playtested	PlayerInteractionMixin -> triggerAction -> pendingActions -> sample	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_block	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
fp_use_block_left	first_person	wired_not_playtested	END_CLIENT_TICK -> VanillaActionSampler.useAction	tick playback -> fp_ clip -> FirstPersonInstance -> submitHandsWithItems -> RenderFeature	pending
